sysname	name	chr	posup	posdown	strand	control	type	alias	info	meanexp	logFC	pval	padj
YJL161W	FMP33	10	117245	117787	W	Uncharacterized	ORF		Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	181.372548622867	0.143631298250184	0.0255692204445375	0.15550746963777
YJL162C	JJJ2	10	113878	115629	C	Verified	ORF		Protein of unknown function; contains a J-domain, which is a region with homology to the E. coli DnaJ protein	1605.56494144872	0.0331143939269175	0.42420815684779	0.709417170316019
YJL163C	YJL163C	10	111666	113333	C	Uncharacterized	ORF		Putative protein of unknown function	375.557864246988	-0.306811528171818	3.03718964551947e-07	1.89989417499615e-05
YJL164C	TPK1	10	109966	111159	C	Verified	ORF	cAMP-dependent protein kinase catalytic subunit TPK1|SRA3|PKA1	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; phosphorylates and inhibits Whi3p to promote G1/S phase passage; partially redundant with Tpk2p and Tpk3p; phosphorylates pre-Tom40p, which impairs its import into mitochondria under non-respiratory conditions; TPK1 has a paralog, TPK3, that arose from the whole genome duplication	657.634450877546	0.0942401254768467	0.125240347118047	0.388339546155366
YJL165C	HAL5	10	106894	109461	C	Verified	ORF	protein kinase HAL5	Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication	4281.8080643005	0.119836869168903	0.000643107204251149	0.0112918617184508
YJL166W	QCR8	10	106434	106718	W	Verified	ORF	ubiquinol--cytochrome-c reductase subunit 8|COR5	Subunit 8 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p	1578.13771652556	-0.0438294814371658	0.397491277573984	0.688609964611161
YJL167W	ERG20	10	105014	106072	W	Verified	ORF	bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferase|FPP1|FDS1|BOT3	Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis	20359.271833591	-0.113803537737825	7.98866358066474e-05	0.00228730143814555
YJL168C	SET2	10	102227	104428	C	Verified	ORF	histone methyltransferase SET2|KMT3|EZL1	Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36 (H3K36), which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain(CTD) of Rpo21p; H3K36me3 (trimethylation) requires Spt6p, proline 38 on H3, CTD of Rpo21p, Ctk1p, and C-terminal SRI domain of Ste2p; relocalizes to the cytosol in response to hypoxia	4702.89090345708	0.0290364047030519	0.42369736529642	0.709137704900206
YJL169W	YJL169W	10	102099	102467	W	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL168C/SET2	5.16055863724362	0.0279677359725685	0.33157359400014	0.638409512703515
YJL170C	ASG7	10	101150	101779	C	Verified	ORF		Protein that regulates signaling from G protein beta subunit Ste4p; contributes to relocalization of Ste4p within the cell; specific to a-cells and induced by alpha-factor	580.428638013936	0.341924428579472	1.14964272165143e-10	1.53864973560558e-08
YJL171C	TOH1	10	99704	100894	C	Verified	ORF		GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress	2405.66548495244	-0.00115162345701358	0.977860332391401	0.992869832906231
YJL172W	CPS1	10	97737	99467	W	Verified	ORF	Gly-Xaa carboxypeptidase	Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions	4050.83349677768	-0.100543536210004	0.00760892436897617	0.0681016481235737
YJL173C	RFA3	10	96161	96529	C	Verified	ORF	RPA14|RPA3	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication stress	1397.98338442323	-0.031392558254891	0.456726900526478	0.731754819746627
YJL174W	KRE9	10	95092	95922	W	Verified	ORF		Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects	7307.29643045927	-0.0674664558028748	0.0210619284963471	0.137108385962497
YJL176C	SWI3	10	92053	94530	C	Verified	ORF	HAF2|TYE2	Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions	4213.42718933536	0.0309921498664758	0.436176651793961	0.720198100459623
YJL177W	RPL17B	10	90786	91657	W	Verified	ORF	uL22|ribosomal 60S subunit protein L17B|L22|YL17|L20B|L17B	Ribosomal 60S subunit protein L17B; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication	37168.3126917151	-0.0666028691605133	0.00529078753067307	0.0523936227853019
YJL178C	ATG27	10	89282	90097	C	Verified	ORF	ETF1	Type I membrane protein involved in autophagy and the Cvt pathway; may be involved in membrane delivery to the phagophore assembly site	4983.61674239664	-0.0433287390152862	0.176998477561954	0.465898539541093
YJL179W	PFD1	10	88787	89116	W	Verified	ORF	prefolding complex chaperone subunit|GIM6	Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation	542.220210067126	-0.0733249631770603	0.145720187775155	0.420316350854915
YJL180C	ATP12	10	87583	88560	C	Verified	ORF	ATP synthase complex assembly protein ATP12	Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency	1408.74725681262	-0.0585241159951743	0.116929147160731	0.374056276770432
YJL181W	RBH1	10	85660	87495	W	Uncharacterized	ORF	RBH1	Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog, RBH2, that arose from the whole genome duplication	863.701125592533	0.0360774842728538	0.415245024250442	0.703614677063256
YJL183W	MNN11	10	84068	85336	W	Verified	ORF	alpha-1,6-mannosyltransferase	Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p	6242.9897202509	-0.0753257430330522	0.0131636850736354	0.101823934944586
YJL184W	GON7	10	83448	83819	W	Verified	ORF	chromatin DNA-binding EKC/KEOPS complex subunit GON7|PCC2|LDB6	Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; implicated in osmotic stress response; other complex members are Kae1p, Cgi121p, Pcc1p, and Bud32p	922.56908687832	-0.0170065475601821	0.749702155606554	0.901170978472543
YJL185C	ATG36	10	82095	82976	C	Verified	ORF		Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene	349.009847116309	-0.197546771546623	0.000476516246571249	0.0089037370097972
YJL186W	MNN5	10	80155	81915	W	Verified	ORF	alpha-1,2-mannosyltransferase MNN5	Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment	7401.23013112418	-0.0453296399280079	0.0800763209056872	0.302229504505701
YJL187C	SWE1	10	76803	79262	C	Verified	ORF	tyrosine protein kinase SWE1|WEE1	Protein kinase that regulates the G2/M transition; negative regulator of the Cdc28p kinase; morphogenesis checkpoint kinase; positive regulator of sphingolipid biosynthesis via Orm2p; phosphorylates a tyrosine residue in the N-terminus of Hsp90 in a cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate	2720.42213854205	-0.0557650895561484	0.121038841295243	0.38105805194167
YJL190C	RPS22A	10	74910	75302	C	Verified	ORF	uS8|ribosomal 40S subunit protein S22A|S8|rp50|YS22|S24A|S22A|RPS24	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication	46621.904757399	-0.121823609171631	0.00893820779371531	0.0768899639055779
YJL191W	RPS14B	10	73787	74611	W	Verified	ORF	uS11|ribosomal 40S subunit protein S14B|S11|rp59B|S14B|CRY2	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication	4583.78624550248	-0.0777168122864316	0.026829766738151	0.158318817101816
YJL192C	SOP4	10	72710	73414	C	Verified	ORF	EMC7	ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7, deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER	5376.42821810712	-0.0360424658280746	0.253565517005389	0.556134793095967
YJL193W	YJL193W	10	71366	72574	W	Uncharacterized	ORF		Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect	1587.83186720173	-0.0258382240993126	0.537281914770378	0.781503847819703
YJL194W	CDC6	10	69338	70879	W	Verified	ORF	AAA family ATPase CDC6	Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress	632.170193952885	-0.0603319638937905	0.302078826369686	0.60700546290417
YJL195C	YJL195C	10	69241	69942	C	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6	2.19450469921807	-0.0160504604849506	0.422347243531402	0.708090421910608
YJL196C	ELO1	10	67850	68782	C	Verified	ORF	fatty acid elongase ELO1	Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, ELO2, that arose from the whole genome duplication	7785.25579550606	-0.140637223469772	0.000512060728864102	0.00932566295763579
YJL197W	UBP12	10	63805	67569	W	Verified	ORF	putative ubiquitin-specific protease UBP12	Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm	5319.70452513356	0.0543078520644878	0.106891973177355	0.355175118727297
YJL198W	PHO90	10	60844	63489	W	Verified	ORF	SPX domain-containing inorganic phosphate transporter	Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication	7858.77443652915	-0.0992966743666978	0.00121817373817366	0.0178841578142588
YJL199C	MBB1	10	59856	60182	C	Uncharacterized	ORF		Putative protein of unknown function; conserved among S. cerevisiae strains, not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies; YJL199C is not an essential gene	117.074691192189	-0.151835307451762	0.0190166984088369	0.12830140602914
YJL200C	ACO2	10	56444	58813	C	Verified	ORF	aconitate hydratase ACO2	Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol	10934.6496165848	0.101750617398454	0.000660773006242222	0.0115585065377629
YJL201W	ECM25	10	54379	56178	W	Verified	ORF		Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p	2064.99883292572	0.0111413546628902	0.798463477172002	0.919951413638612
YJL203W	PRP21	10	53341	54183	W	Verified	ORF	SPP91	Subunit of the SF3a splicing factor complex; required for spliceosome assembly	956.63806543996	-0.00299773193135125	0.946490698827225	0.982489301748536
YJL204C	RCY1	10	50629	53151	C	Verified	ORF		F-box protein involved in recycling endocytosed proteins; involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth; direct interaction with C-terminal cytoplasmic region of Drs2p plays an important role for Drs2p function in endocytic recycling pathway	2168.92574235325	0.0514729344422169	0.201014642140628	0.50079621883953
YJL206C	YJL206C	10	47659	49935	C	Uncharacterized	ORF		Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment	918.525540241004	0.0449746878744806	0.373502850647129	0.671511685558959
YJL207C	LAA1	10	41389	47433	C	Verified	ORF		AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene	6182.7085683583	0.0132234941947457	0.732823592494738	0.894630059858368
YJL208C	NUC1	10	40194	41183	C	Verified	ORF	ribonuclease	Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG	2904.85677317389	-0.0271358440055746	0.450344356176416	0.727432651889764
YJL209W	CBP1	10	38005	39969	W	Verified	ORF		Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress	2173.0887975262	0.0154298069022946	0.625238238734551	0.839534779262096
YJL210W	PEX2	10	36919	37734	W	Verified	ORF	ubiquitin-protein ligase peroxin 2|PAS5|CRT1	RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import	1453.44829831221	0.0154990798172889	0.700258074456686	0.879065318586267
YJL211C	YJL211C	10	36757	37200	C	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2	4.81645239650893	0.00119277893095348	0.964675927416217	0.986989537734913
YJL212C	OPT1	10	33850	36249	C	Verified	ORF	oligopeptide transporter OPT1|GSH11|HGT1	Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family	2676.10561545853	0.298973185367205	4.86031472009798e-21	3.99587303059484e-18
YJL213W	YJL213W	10	32163	33158	W	Verified	ORF		Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p	830.857520997964	0.215183437667938	2.52979180970849e-06	0.000123380948007393
YJL214W	HXT8	10	26887	28596	W	Verified	ORF	hexose transporter HXT8	Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose	34.5381589418143	-0.0053998560261705	0.925367811819306	0.974320337207563
YJL215C	YJL215C	10	26412	26771	C	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	56.3111636100436	0.0395858050482674	0.523244963529315	0.771470957409409
YJL216C	IMA5	10	24341	26086	C	Verified	ORF	oligo-1,6-glucosidase IMA5	Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro	365.620155042419	0.0470030272457867	0.400931875168694	0.691592460026154
YJL217W	REE1	10	23133	23729	W	Verified	ORF		Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle	2043.36067855892	-0.0375347388543927	0.423924308373308	0.709210579851275
YJL218W	YJL218W	10	21973	22563	W	Uncharacterized	ORF	acetyltransferase	Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene	229.52383711817	0.130086116207673	0.0373437666473148	0.19519834428274
YJL219W	HXT9	10	19497	21200	W	Verified	ORF	hexose transporter HXT9	Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p	36.3753595349066	0.0877976437098193	0.123706854637608	0.38587151676934
YJL222W	VTH2	10	11475	16124	W	Verified	ORF	signal sequence-binding protein	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting	2029.6244311961	0.0750312698260551	0.18781176588136	0.481128893862725
YJL225C	YJL225C	10	466	6130	C	Uncharacterized	ORF	Y' element ATP-dependent helicase	Putative Y' element ATP-dependent helicase	5208.60066949425	0.040329119563966	0.49126920998291	0.755950348516483
YJR001W	AVT1	10	436802	438610	W	Verified	ORF		Vacuolar transporter; imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters	6011.48996311804	-0.0252880125963432	0.400937956083437	0.691592460026154
YJR002W	MPP10	10	438865	440646	W	Verified	ORF	rRNA-processing protein MPP10	Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p	10167.8916528438	-0.0635893267881413	0.0294589920955381	0.167896587680826
YJR003C	MRX12	10	440994	442553	C	Uncharacterized	ORF		Protein that associates with mitochondrial ribosome; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis	3156.37241857505	0.0187929640019632	0.61151055979673	0.830126519720481
YJR004C	SAG1	10	442909	444861	C	Verified	ORF	AG(ALPHA)1	Alpha-agglutinin of alpha-cells; binds to Aga1p during agglutination, N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin, C-terminal half is highly glycosylated and contains GPI anchor	1227.65852199488	-0.0141097034807122	0.746838475866239	0.899927853561601
YJR005W	APL1	10	445923	448025	W	Verified	ORF	YAP80	Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex	3815.7572640287	0.0707465564458631	0.0147414052072572	0.109185054012567
YJR006W	POL31	10	449202	450665	W	Verified	ORF	DNA-directed DNA polymerase delta subunit POL31|HYS2|SDP5|HUS2	Subunit of DNA polymerase delta (polymerase III); essential for cell viability; involved in DNA replication and DNA repair; forms a complex with Rev3p, Rev7p and Pol32p; relocalizes to the cytosol in response to hypoxia	2752.8068390091	0.0626856189384273	0.0361724042694727	0.190983657404418
YJR007W	SUI2	10	451020	451934	W	Verified	ORF	translation initiation factor eIF2 subunit alpha	Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress	12836.5864924855	0.0122687329069636	0.723518881667058	0.891647246221661
YJR008W	MHO1	10	452430	453446	W	Verified	ORF		Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility	826.473064305976	0.202242601216478	0.000263700188011126	0.00564161554648339
YJR009C	TDH2	10	453683	454681	C	Verified	ORF	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2|GAPDH|GLD2	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication	106135.180739369	-0.149391431629973	7.41977163486848e-05	0.00220107143085918
YJR010C-A	SPC1	10	458077	458361	C	Verified	ORF	signal peptidase complex subunit SPC1	Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress	556.317783171458	-0.0933795777577146	0.0644182880181393	0.264616165270801
YJR010W	MET3	10	456239	457774	W	Verified	ORF	sulfate adenylyltransferase	ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant	2332.74038625033	0.15943696076584	0.000822702082667221	0.0135275728164282
YJR011C	YJR011C	10	458641	459426	C	Uncharacterized	ORF		Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS	530.206403298526	0.0381428295117786	0.44623317178892	0.724788318042296
YJR012C	YJR012C	10	459795	460418	C	Uncharacterized	ORF		Essential protein of unknown function; proposed involvement in transport based on mass spectrometry analysis of copurifying proteins; partially overlaps neighboring ORF, GPI14/YJR013W	685.91943748871	0.0845539204827536	0.101310304158404	0.345711040652087
YJR013W	GPI14	10	460382	461593	W	Verified	ORF	glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I|PMH1	Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis, requires Pbn1p for function; homolog of mammalian PIG-M	1892.64547391355	0.0469825575937199	0.18727306873098	0.480497775544714
YJR014W	TMA22	10	461829	462425	W	Verified	ORF	RBF22	Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT-1; protein abundance increases in response to DNA replication stress	5502.07943258288	0.00307445794148541	0.93049502176549	0.975644271231988
YJR015W	YJR015W	10	462721	464253	W	Uncharacterized	ORF		Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication	6096.30685794462	-0.0367844112738434	0.177049540569308	0.465898539541093
YJR016C	ILV3	10	464451	466208	C	Verified	ORF	dihydroxy-acid dehydratase ILV3	Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids	73610.4843698625	-0.047892691894085	0.0713290544371468	0.28251803736117
YJR017C	ESS1	10	466521	467033	C	Verified	ORF	peptidylprolyl isomerase ESS1|PIN1|PTF1	Peptidylprolyl-cis/trans-isomerase (PPIase); specific for phosphorylated S/T residues N-terminal to proline; regulates phosphorylation of RNAPII large subunit (Rpo21p) C-terminal domain (CTD) at Ser7; associates with phospho-Ser5 form of RNAPII in vivo; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription, trimethylation of histone H3; human ortholog PIN1 can complement yeast null and ts mutants	2036.21107003125	-0.0463059754539129	0.365309924534378	0.664504108845602
YJR018W	YJR018W	10	466786	467148	W	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	43.2006364896323	0.0114926628420095	0.846217223214765	0.940732554554815
YJR019C	TES1	10	467232	468281	C	Verified	ORF	PTE1	Peroxisomal acyl-CoA thioesterase; likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids	737.039959560305	-0.0645727613564096	0.225447066017514	0.525921307227723
YJR020W	YJR020W	10	468001	468333	W	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	27.1657851423078	-0.00611416435639525	0.910228029215227	0.969169714733326
YJR021C	REC107	10	468555	469579	C	Verified	ORF	MER2	Protein involved in early stages of meiotic recombination; involved in coordination between the initiation of recombination and the first division of meiosis; part of a complex (Rec107p-Mei4p-Rec114p) required for ds break formation	637.352336566084	-0.110085622443233	0.0222697808490615	0.142720032056068
YJR022W	LSM8	10	469784	470113	W	Verified	ORF	U4/U6-U5 snRNP complex subunit LSM8	Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA	270.049135773754	0.0686255745010588	0.261216631377461	0.565185501660107
YJR024C	MDE1	10	470230	470964	C	Verified	ORF	methylthioribulose 1-phosphate dehydratase MDE1	5'-methylthioribulose-1-phosphate dehydratase; acts in the methionine salvage pathway; potential Smt3p sumoylation substrate; expression downregulated by caspofungin and deletion mutant is caspofungin resistant	3280.74195389981	-0.0232238843672839	0.510295633949301	0.766614747373084
YJR025C	BNA1	10	471138	471671	C	Verified	ORF	3-hydroxyanthranilate 3,4-dioxygenase|HAD1	3-hydroxyanthranilic acid dioxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p	4686.16159517104	0.27730147220784	1.07771822531699e-13	2.48090735467972e-11
YJR027W	NA	NA	NA	NA	NA	NA	NA	NA	NA	17038.1784314061	0.000807047553593109	0.985816723569252	0.994193332588844
YJR028W	NA	NA	NA	NA	NA	NA	NA	NA	NA	1860.52765043223	-0.0200886673263336	0.709216423722219	0.883393077766441
YJR029W	NA	NA	NA	NA	NA	NA	NA	NA	NA	69899.3121799838	-0.0480012238010239	0.273751462593505	0.576093388846087
YJR030C	RBH2	10	483959	486196	C	Uncharacterized	ORF	RBH2	Putative protein of unknown function; expression repressed in carbon limited vs carbon replete chemostat cultures; non-essential gene; contains a PH-like domain; RBH2 has a paralog, RBH1, that arose from the whole genome duplication	1575.03294801018	-0.0859370284930903	0.019467938323516	0.130388380233759
YJR031C	GEA1	10	486586	490812	C	Verified	ORF	Arf family guanine nucleotide exchange factor GEA1	Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA1 has a paralog, GEA2, that arose from the whole genome duplication	4263.59826977094	-0.0364958806280077	0.346328910455625	0.650784355955335
