sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YLR120W-A		12	388672	388773	W	Dubious	ORF		2	0	1	1	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR121C
YLR121C	YPS3	12	388744	390270	C	Verified	ORF	aspartyl protease|YPS4	0	2	6	4	0	0	7.96624257691041	Aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor
YLR122C		12	390954	391331	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; conserved among S. cerevisiae strains; partially overlaps dubious ORF YLR123C
YLR123C		12	391078	391407	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YLR122C; contains characteristic aminoacyl-tRNA motif
YLR124W		12	391600	391944	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR125W		12	393484	393894	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene
YLR126C		12	394765	395520	C	Verified	ORF	putative amidotransferase	0	1	0	0	0	0	4.11454836998278	Putative glutamine amidotransferase; has Aft1p-binding motif in the promoter; may be involved in copper and iron homeostasis; YLR126C is not an essential protein; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
YLR127C	APC2	12	395758	398319	C	Verified	ORF	anaphase promoting complex subunit 2|TID2|RSI1	0	0	1	2	0	0	0	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p
YLR128W	DCN1	12	398530	399433	W	Verified	ORF	NEDD8 ligase DCN1	0	0	0	0	0	0	0	Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin ligase activation; contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation
YLR129W	DIP2	12	399657	402488	W	Verified	ORF	snoRNA-binding rRNA-processing protein DIP2|UTP12	0	0	2	0	0	0	0	Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex
YLR130C	ZRT2	12	402794	404062	C	Verified	ORF	low-affinity Zn(2+) transporter ZRT2	0	1	0	0	0	0	0	Low-affinity zinc transporter of the plasma membrane; transcription is induced under low-zinc conditions by the Zap1p transcription factor
YLR131C	ACE2	12	404510	406822	C	Verified	ORF	DNA-binding transcription factor ACE2	0	0	1	0	0	0	3.76508612868739	Transcription factor required for septum destruction after cytokinesis; phosphorylation by Cbk1p blocks nuclear exit during M/G1 transition, causing localization to daughter cell nuclei, and also increases Ace2p activity; phosphorylation by Cdc28p and Pho85p prevents nuclear import during cell cycle phases other than cytokinesis; part of RAM network that regulates cellular polarity and morphogenesis; ACE2 has a paralog, SWI5, that arose from the whole genome duplication
YLR132C	USB1	12	407283	408155	C	Verified	ORF	phosphoric diester hydrolase	0	0	1	0	0	0	0	Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&
YLR133W	CKI1	12	408445	410193	W	Verified	ORF	bifunctional choline kinase/ethanolamine kinase CKI1	0	0	1	1	0	0	3.91347838050683	Choline kinase; catalyzes the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; CKI1 has a paralog, EKI1, that arose from the whole genome duplication
YLR134W	PDC5	12	410723	412414	W	Verified	ORF	indolepyruvate decarboxylase 5	0	0	1	1	0	0	0	Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism
ARS1215		12	412686	412893			ARS	ARSXII-413								Autonomously Replicating Sequence
YLR135W	SLX4	12	413281	415527	W	Verified	ORF		1	0	0	0	0	0	0	Endonuclease involved in processing DNA; acts during recombination, repair; promotes template switching during break-induced replication (BIR), causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair, Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor
YLR136C	TIS11	12	415801	416658	C	Verified	ORF	CTH2	0	1	0	0	0	0	3.97282915473465	mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; TIS11 has a paralog, CTH1, that arose from the whole genome duplication
YLR137W	RKM5	12	417006	418109	W	Verified	ORF	S-adenosylmethionine-dependent methyltransferase	2	0	1	1	0	0	0	Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species
YLR138W	NHA1	12	418437	421394	W	Verified	ORF		2	0	0	0	0	0	0	Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH
YLR139C	SLS1	12	421542	423473	C	Verified	ORF		0	1	0	0	0	0	0	Mitochondrial membrane protein; coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery
YLR140W		12	423474	423800	W	Dubious	ORF		0	0	1	1	0	1	61.1271654896618	Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I
YLR141W	RRN5	12	423683	424774	W	Verified	ORF		1	0	1	2	0	0	63.9210702354187	Protein involved in transcription of rDNA by RNA polymerase I; transcription factor, member of UAF (upstream activation factor) family along with Rrn9p and Rrn10p
YLR142W	PUT1	12	425186	426616	W	Verified	ORF	proline dehydrogenase	0	0	0	2	0	0	3.82492316279873	Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source
tD(GUC)L1		12	427132	427203	W		tRNA_gene									Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
YLR143W	DPH6	12	427329	429386	W	Verified	ORF	diphthine--ammonia ligase	0	0	0	0	0	0	0	Diphthamide synthetase; catalyzes the last amidation step of diphthamide biosynthesis using ammonium and ATP; evolutionarily conserved in eukaryotes; dph6 mutants exhibit diphthine accumulation and resistance to sordarin, which is indicative of defects in diphthamide formation on EF2; green fluorescent protein (GFP)-tagged protein localizes to the cytoplasm; DPH6/YLR143W is not an essential gene
YLR144C	ACF2	12	429677	432016	C	Verified	ORF	PCA1|ENG2	0	0	1	2	0	0	0	Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress
YLR145W	RMP1	12	432168	432773	W	Verified	ORF		2	0	0	0	0	0	0	Subunit of RNase MRP; RNase MRP processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P
YLR146C	SPE4	12	432823	433725	C	Verified	ORF	spermine synthase	0	0	0	0	0	0	2.75462729946711	Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid
YLR146W-A		12	433870	434058	W	Uncharacterized	ORF		0	0	0	1	0	0	15.8032518710192	Putative protein of unknown function
YLR147C	SMD3	12	434158	434463	C	Verified	ORF	mRNA splicing protein SMD3|Sm D3|SLT16	0	1	0	0	0	0	0	Core Sm protein Sm D3; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D3
YLR148W	PEP3	12	434641	437397	W	Verified	ORF	tethering complex subunit PEP3|VPT18|VPS18|VAM8	0	0	0	0	0	0	0	Component of CORVET membrane tethering complex; vacuolar peripheral membrane protein that promotes vesicular docking/fusion reactions in conjunction with SNARE proteins, required for vacuolar biogenesis
YLR149C		12	437631	439823	C	Verified	ORF		0	0	2	1	0	0	0	Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress
YLR149C-A		12	440370	440456	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR150W	STM1	12	440467	441288	W	Verified	ORF	MPT4	0	0	0	0	0	0	0	Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery
YLR151C	PCD1	12	441715	442737	C	Verified	ORF	8-oxo-dGTP diphosphatase	0	0	1	0	0	0	107.65169999981	8-oxo-dGTP diphosphatase; prevents spontaneous mutagenesis via sanitization of oxidized purine nucleoside triphosphates; can also act as peroxisomal pyrophosphatase with specificity for coenzyme A and CoA derivatives, may function to remove potentially toxic oxidized CoA disulfide from peroxisomes to maintain the capacity for beta-oxidation of fatty acids; nudix hydrolase family member; similar E. coli MutT and human, rat and mouse MTH1
YLR152C		12	442958	444688	C	Uncharacterized	ORF		0	3	3	2	0	0	65.9268128463236	Putative protein of unknown function; YLR152C is not an essential gene
YLR153C	ACS2	12	445524	447575	C	Verified	ORF	acetate--CoA ligase ACS2	0	7	1	2	0	0	0	Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions
YLR154C	RNH203	12	447982	448314	C	Verified	ORF	Rnh2C	0	1	0	0	0	0	7.71628836374748	Ribonuclease H2 subunit; required for RNase H2 activity; role in ribonucleotide excision repair; related to human AGS3 that causes Aicardi-Goutieres syndrome
tQ(UUG)L		12	448650	448721	C		tRNA_gene									Glutamine tRNA (tRNA-Gln), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
YLRWdelta6		12	448842	449028	W		long_terminal_repeat									Ty1 LTR
ARS1216		12	450485	450725			ARS	ARSXII-451								Autonomously Replicating Sequence
ETS2-1	ETS2-1	12	451575	451785	C		rRNA_gene	3' ETS								Non-coding region located adjacent to and downstream of RDN25; transcribed as part of the 35S rRNA precursor transcript; contains the primary rRNA transcription termination site at +93 and a secondary termination site between +211 and +250
RDN37-1	RDN37-1	12	451575	458432	C		rRNA_gene	RDN37								35S ribosomal RNA (35S rRNA) transcript; encoded by the RDN1 locus; processed into the 25S, 18S and 5.8S rRNAs (represented by the RDN25, RDN18, and RDN58 loci)
RDN25-1	RDN25-1	12	451786	455181	C		rRNA_gene	26S rRNA|RDN25								25S ribosomal RNA (25S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; formed by endonucleolytic cleavage at the C2 site of internal transcribed spacer 2 (ITS2)
YLR154W-A		12	452438	452623	W	Dubious	ORF	YLR154W-C	0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand
YLR154W-B		12	454392	454556	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand
YLR154W-C	TAR1	12	454696	455070	W	Verified	ORF	YLR154W-A	0	0	0	0	0	0	0	Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand
ITS2-1	ITS2-1	12	455182	455413	C		rRNA_gene	ITS2								Non-coding region between RDN58 and RDN25; transcribed as part of the 35S rRNA precursor transcript; forms a stem-loop structure that is required for processing of the precursor transcript
RDN58-1	RDN58-1	12	455414	455571	C		rRNA_gene	RDN58								5.8S ribosomal RNA (5.8S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; 3' end formation involves processing by the exosome complex while 5' end is generated by Kem1p and Rat1p
YLR154W-E		12	455433	455636	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand
ITS1-1	ITS1-1	12	455572	455932	C		rRNA_gene	ITS1								Non-coding region between RDN58 and RDN18; transcribed as part of the 35S rRNA precursor transcript; excision during transcript maturation is coupled with processing of the 3' external transcribed spacer (3'ETS)
YLR154W-F		12	455883	456023	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand
RDN18-1	RDN18-1	12	455933	457732	C		rRNA_gene	RDN18								18S ribosomal RNA (18S rRNA); component of the small (40S) ribosomal subunit; involved in codon recognition by tRNAs or the release factor eRF1 (Sup45p); encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript
ETS1-1	ETS1-1	12	457733	458432	C		rRNA_gene	5' ETS								Non-coding region located immediately upstream of RDN18; transcribed as part of the 35S rRNA precursor transcript; contains an essential U3 snoRNA binding site required for maturation of 18S rRNA
NTS2-1	NTS2-1	12	458433	459675	C		rRNA_gene									Nontranscribed region of the rDNA repeat; located between RND5 and the 5'ETS; contains RNA polymerase I termination site
ARS1200-1		12	458991	459097			ARS	ARSXII-459|ARS1216.5|rDNA ARS								Chromosomal origin of bidirectional DNA replication; an rDNA ARS is presumed to be present in each tandem rDNA repeat, but fewer than one-third of the rDNA ARSs are actually used as replication origins in a given S phase
RDN5-1	RDN5-1	12	459676	459796	W		rRNA_gene	MOF9|RDN5								5S ribosomal RNA (5S rRNA); only complete sequence of 6 repeated RDN5 alleles; able to support viability when provided as sole form of 5S rRNA; component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in translational frame fidelity; transcription is mediated by PolIII and activated by TFIIIA and TFIIIE
NTS1-2	NTS1-2	12	459797	460711	C		rRNA_gene	NTS1								Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion
ETS2-2	ETS2-2	12	460712	460922	C		rRNA_gene	3' ETS								Non-coding region located adjacent to RDN25; transcribed as part of the 35S rRNA precursor transcript; contains the primary rRNA transcription termination site at +93 and a secondary termination site between +211 and +250
RDN37-2	RDN37-2	12	460712	467569	C		rRNA_gene	RDN37								35S ribosomal RNA (35S rRNA) transcript; encoded by the RDN1 locus; processed into the 25S, 18S and 5.8S rRNAs (represented by the RDN25, RDN18, and RDN58 loci)
RDN25-2	RDN25-2	12	460923	464318	C		rRNA_gene	26S rRNA|RDN25								25S ribosomal RNA (25S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript; formed by endonucleolytic cleavage at the C2 site of internal transcribed spacer 2 (ITS2)
YLR154C-G		12	462522	462671	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF is contained within RDN25-2 and RDN37-2
ITS2-2	ITS2-2	12	464319	464550	C		rRNA_gene	ITS2								Non-coding region between RDN58 and RDN25; transcribed as part of the 35S rRNA precursor transcript; forms a stem-loop structure required for processing of the precursor transcript
RDN58-2	RDN58-2	12	464551	464708	C		rRNA_gene	RDN58								5.8S ribosomal RNA (5.8S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1)
ITS1-2	ITS1-2	12	464709	465069	C		rRNA_gene	ITS1								Non-coding region between RDN58 and RDN18; transcribed as part of the 35S rRNA precursor transcript; excision during transcript maturation is coupled with processing of the 3' external transcribed spacer (3' ETS)
RDN18-2	RDN18-2	12	465070	466869	C		rRNA_gene	RDN18								18S ribosomal RNA (18S rRNA); component of the small (40S) ribosomal subunit; involved in codon recognition by tRNAs or the release factor eRF1 (Sup45p); encoded in the rDNA repeat (RDN1) as part of the 35S primary transcript
ETS1-2	ETS1-2	12	466870	467569	C		rRNA_gene	5' ETS								Non-coding region located immediately upstream of RDN18; transcribed as part of the 35S rRNA precursor transcript; contains an essential U3 snoRNA binding site required for maturation of 18S rRNA
NTS2-2	NTS2-2	12	467570	468812	C		rRNA_gene	NTS2								Non-transcribed region of the rDNA repeat; located between RDN5 and the 5' ETS
ARS1200-2		12	468128	468234			ARS	ARSXII-468|rDNA ARS								Chromosomal origin of bidirectional DNA replication; an rDNA ARS is presumed to be present in each tandem rDNA repeat, but fewer than one-third of the rDNA ARSs are actually used as replication origins in a given S phase
RDN5-2	RDN5-2	12	468813	468931	W		rRNA_gene	RDN5								Variant 5S ribosomal rRNA (5S rRNA) gene; located within the RDN1 locus; unable to support cell viability when provided as sole source of 5S rRNA; identical in sequence to variant alleles RDN5-3, RDN5-4, and RDN5-5
YLR154C-H		12	468827	468958	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF partially overlaps RDN5-2; YLR154C-H has a paralog, YLR157C-C, that arose from a segmental duplication
YLR155C	ASP3-1	12	469317	470405	C	Verified	ORF	asparaginase ASP3-1|ASP3	0	0	0	0	0	0	0	Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-1 has a paralog, ASP3-3, that arose from a segmental duplication
YLR156W		12	472113	472457	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; exhibits a two-hybrid interaction with Jsn1p in a large-scale analysis; YLR156W has a paralog, YLR159W, that arose from a segmental duplication
RDN5-3	RDN5-3	12	472465	472583	W		rRNA_gene	RDN5								Variant 5S ribosomal RNA (5S rRNA) gene; located at a site distal to the RDN1 locus; unable to support cell viability when provided as sole source of 5S rRNA; identical in sequence to variant alleles RDN5-2, RDN5-4, and RDN5-5
YLR156C-A		12	472479	472610	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; partially overlaps RND5-3; YLR156C-A has a paralog, YLR159C-A, that arose from a segmental duplication
YLR157C	ASP3-2	12	472969	474057	C	Verified	ORF	asparaginase ASP3-2|ASP3	0	0	0	0	0	0	0	Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-2 has a paralog, ASP3-4, that arose from a segmental duplication
YLR157W-D		12	475764	475976	W	Uncharacterized	ORF	YLR157W-A	0	0	0	0	0	0	0	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YLR157W-D has a paralog, YLR161W, that arose from a segmental duplication
YLRCdelta7		12	475976	476310	C		long_terminal_repeat									Ty1 LTR
YLRCTy1-1		12	475976	481897	C		LTR_retrotransposon	Ty1								Ty1 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats
YLR157C-B		12	476333	481601	C		transposable_element_gene	gag-pol fusion protein								Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
YLR157C-A		12	480279	481601	C		transposable_element_gene	gag protein								Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
YLRCdelta8		12	481563	481897	C		long_terminal_repeat									Ty1 LTR
YLR157W-E		12	481873	482037	W	Uncharacterized	ORF	YLR157W-B|YLR157W-C	0	0	0	0	0	0	0	Putative protein of unknown function identified by gene-trapping; microarray-based expression analysis, and genome-wide homology searching; partially overlaps a Ty1 element
RDN5-4	RDN5-4	12	482045	482163	W		rRNA_gene	RDN5								Variant 5S ribosomal rRNA (5S rRNA) gene; located at a site distal to the RDN1 locus; unable to support cell viability when provided as sole source of 5S rRNA; identical in sequence to variant alleles RDN5-2, RDN5-3, and RDN5-5
YLR157C-C		12	482059	482190	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF partially overlaps RDN5-4; YLR157C-C has a paralog, YLR154C-H, that arose from a segmental duplication
YLR158C	ASP3-3	12	482549	483637	C	Verified	ORF	asparaginase ASP3-3|ASP3	0	0	0	0	0	0	0	Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-3 has a paralog, ASP3-1, that arose from a segmental duplication
YLR159W		12	485345	485689	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; YLR156W, YLR159W, and YLR161W are three identical open reading frames in S288C encoded near the ribosomal DNA region of chromosome 12; YLR159W has a paralog, YLR156W, that arose from a segmental duplication
RDN5-5	RDN5-5	12	485697	485815	W		rRNA_gene	RDN5								Variant 5S ribosomal rRNA (5S rRNA) gene; located at a site distal to the RDN1 locus; unable to support cell viability when provided as sole source of 5S rRNA; identical in sequence to variant alleles RDN5-2, RDN5-3, and RDN5-4
YLR159C-A		12	485711	485842	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; partially overlaps RND5-5; YLR159C-A has a paralog, YLR156C-A, that arose from a segmental duplication
YLR160C	ASP3-4	12	486201	487289	C	Verified	ORF	asparaginase ASP3-4|ASP3	0	0	0	0	0	0	0	Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-4 has a paralog, ASP3-2, that arose from a segmental duplication
YLR161W		12	488997	489341	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; YLR156W, YLR159W, and YLR161W are three identical open reading frames in S288C encoded near the ribosomal DNA region of chromosome 12; YLR161W has a paralog, YLR157W-D, that arose from a segmental duplication
RDN5-6	RDN5-6	12	489349	489469	W		rRNA_gene	RDN5								Variant 5S ribosomal rRNA (5S rRNA) gene; located at a site distal to the RDN1 locus
YLR162W		12	489573	489929	W	Verified	ORF		0	0	0	0	0	0	0	Protein of unknown function; overexpression confers resistance to the antimicrobial peptide MiAMP1 and causes growth arrest, apoptosis, and increased sensitivity to cobalt chloride
YLR162W-A	RRT15	12	490406	490594	W	Uncharacterized	ORF		0	0	0	2	0	0	0	Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; identified in a screen for mutants with decreased levels of rDNA transcription
YLR163C	MAS1	12	491866	493254	C	Verified	ORF	MIF1	0	10	1	3	0	0	0	Beta subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins
YLR163W-A		12	492812	492925	W	Dubious	ORF		1	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR164W	SHH4	12	493883	494389	W	Verified	ORF	protein SHH4	5	0	2	0	0	1	0	Putative alternate subunit of succinate dehydrogenase (SDH); mitochondrial inner membrane protein; genetic interaction with SDH4 suggests that Shh4p can function as a functional SDH subunit; a fraction copurifies with SDH subunit Sdh3p; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner; Shh4p has greater similarity to human SDHD (subunit D of SDH, implicated in paraganglioma) than does its paralog Sdh4p
YLR165C	PUS5	12	494494	495258	C	Verified	ORF	pseudouridine synthase PUS5	0	4	0	3	0	0	36.1545733595566	Pseudouridine synthase; catalyzes only the formation of pseudouridine (Psi)-2819 in mitochondrial 21S rRNA; not essential for viability
YLR166C	SEC10	12	495429	498044	C	Verified	ORF	exocyst subunit SEC10	0	3	7	0	0	0	0	Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion
YLR167W	RPS31	12	498947	499405	W	Verified	ORF	eS31|ubiquitin-ribosomal 40S subunit protein S31 fusion protein|S31e|UB13|YS24|S37|S31|UBI3|RPS37	4	0	0	0	0	0	4.6338728361088	Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog
YLR168C	UPS2	12	499578	500270	C	Verified	ORF	GEP1|AIM30|MSF1|MSF1'	0	0	3	0	0	0	17.035183550768	Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p, Ups3p and to human PRELI; UPS2 has a paralog, UPS3, that arose from the whole genome duplication
YLR169W		12	500335	500688	W	Dubious	ORF		3	0	1	5	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR170C	APS1	12	500579	501049	C	Verified	ORF	YAP19	0	6	1	3	0	0	0	Small subunit of the clathrin-associated adaptor complex AP-1; AP-1 is involved in protein sorting at the trans-Golgi network; homolog of the sigma subunit of the mammalian clathrin AP-1 complex
YLR171W		12	500733	501122	W	Dubious	ORF		7	0	1	2	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR172C	DPH5	12	501260	502162	C	Verified	ORF	diphthine synthase	0	4	8	0	0	0	241.135795991635	Methyltransferase required for synthesis of diphthamide; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); not essential for viability; GFP-Dph5p fusion protein localizes to the cytoplasm
YLR173W		12	502421	504247	W	Uncharacterized	ORF		6	0	11	7	0	0	284.284483982016	Putative protein of unknown function
YLR174W	IDP2	12	504591	505829	W	Verified	ORF	isocitrate dehydrogenase (NADP(+)) IDP2	7	0	8	0	0	0	37.6133038392322	Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog, IDP3, that arose from the whole genome duplication
YLR175W	CBF5	12	506134	507585	W	Verified	ORF	pseudouridine synthase CBF5	4	0	5	1	0	1	4.71495347292025	Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs
